0,CombatZoneResize,241,226,406,391,TLResume,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,538,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,543,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,548,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,553,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,558,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0,MUL,Ang2,$gt2,-15,,,,,
0,COS,X2,$Ang2,,,,,,
0,SIN,Y2,$Ang2,,,,,,
0,MUL,EndX2,$X2,350,,,,,
0,MUL,EndY2,$Y2,350,,,,,
0,MUL,X2,$EndX2,3,,,,,
0,MUL,Y2,$EndY2,3,,,,,
0,ADD,X2,$X2,320,,,,,
0,ADD,Y2,$Y2,240,,,,,
0,ADD,EndX2,$EndX2,320,,,,,
0,ADD,EndY2,$EndY2,240,,,,,
0,ADD,Ang3,$Ang2,-30,,,,,
0,COS,X3,$Ang3,,,,,,
0,SIN,Y3,$Ang3,,,,,,
0,MUL,EndX3,$X3,350,,,,,
0,MUL,EndY3,$Y3,350,,,,,
0,MUL,X3,$EndX3,3,,,,,
0,MUL,Y3,$EndY3,3,,,,,
0,ADD,X3,$X3,320,,,,,
0,ADD,Y3,$Y3,240,,,,,
0,ADD,EndX3,$EndX3,320,,,,,
0,ADD,EndY3,$EndY3,240,,,,,
0,ADD,Ang4,$Ang2,-60,,,,,
0,COS,X4,$Ang4,,,,,,
0,SIN,Y4,$Ang4,,,,,,
0,MUL,EndX4,$X4,350,,,,,
0,MUL,EndY4,$Y4,350,,,,,
0,MUL,X4,$EndX4,3,,,,,
0,MUL,Y4,$EndY4,3,,,,,
0,ADD,X4,$X4,320,,,,,
0,ADD,Y4,$Y4,240,,,,,
0,ADD,EndX4,$EndX4,320,,,,,
0,ADD,EndY4,$EndY4,240,,,,,
0,ADD,Ang5,$Ang2,-90,,,,,
0,COS,X5,$Ang5,,,,,,
0,SIN,Y5,$Ang5,,,,,,
0,MUL,EndX5,$X5,350,,,,,
0,MUL,EndY5,$Y5,350,,,,,
0,MUL,X5,$EndX5,3,,,,,
0,MUL,Y5,$EndY5,3,,,,,
0,ADD,X5,$X5,320,,,,,
0,ADD,Y5,$Y5,240,,,,,
0,ADD,EndX5,$EndX5,320,,,,,
0,ADD,EndY5,$EndY5,240,,,,,
0,ADD,Ang6,$Ang2,-120,,,,,
0,COS,X6,$Ang6,,,,,,
0,SIN,Y6,$Ang6,,,,,,
0,MUL,EndX6,$X6,350,,,,,
0,MUL,EndY6,$Y6,350,,,,,
0,MUL,X6,$EndX6,3,,,,,
0,MUL,Y6,$EndY6,3,,,,,
0,ADD,X6,$X6,320,,,,,
0,ADD,Y6,$Y6,240,,,,,
0,ADD,EndX6,$EndX6,320,,,,,
0,ADD,EndY6,$EndY6,240,,,,,
0,ADD,Ang7,$Ang2,-150,,,,,
0,COS,X7,$Ang7,,,,,,
0,SIN,Y7,$Ang7,,,,,,
0,MUL,EndX7,$X7,350,,,,,
0,MUL,EndY7,$Y7,350,,,,,
0,MUL,X7,$EndX7,3,,,,,
0,MUL,Y7,$EndY7,3,,,,,
0,ADD,X7,$X7,320,,,,,
0,ADD,Y7,$Y7,240,,,,,
0,ADD,EndX7,$EndX7,320,,,,,
0,ADD,EndY7,$EndY7,240,,,,,
0,ADD,Ang8,$Ang2,-180,,,,,
0,COS,X8,$Ang8,,,,,,
0,SIN,Y8,$Ang8,,,,,,
0,MUL,EndX8,$X8,350,,,,,
0,MUL,EndY8,$Y8,350,,,,,
0,MUL,X8,$EndX8,3,,,,,
0,MUL,Y8,$EndY8,3,,,,,
0,ADD,X8,$X8,320,,,,,
0,ADD,Y8,$Y8,240,,,,,
0,ADD,EndX8,$EndX8,320,,,,,
0,ADD,EndY8,$EndY8,240,,,,,
0,ADD,Ang9,$Ang2,-210,,,,,
0,COS,X9,$Ang9,,,,,,
0,SIN,Y9,$Ang9,,,,,,
0,MUL,EndX9,$X9,350,,,,,
0,MUL,EndY9,$Y9,350,,,,,
0,MUL,X9,$EndX9,3,,,,,
0,MUL,Y9,$EndY9,3,,,,,
0,ADD,X9,$X9,320,,,,,
0,ADD,Y9,$Y9,240,,,,,
0,ADD,EndX9,$EndX9,320,,,,,
0,ADD,EndY9,$EndY9,240,,,,,
0,ADD,Ang10,$Ang2,-240,,,,,
0,COS,X10,$Ang10,,,,,,
0,SIN,Y10,$Ang10,,,,,,
0,MUL,EndX10,$X10,350,,,,,
0,MUL,EndY10,$Y10,350,,,,,
0,MUL,X10,$EndX10,3,,,,,
0,MUL,Y10,$EndY10,3,,,,,
0,ADD,X10,$X10,320,,,,,
0,ADD,Y10,$Y10,240,,,,,
0,ADD,EndX10,$EndX10,320,,,,,
0,ADD,EndY10,$EndY10,240,,,,,
0,ADD,Ang11,$Ang2,-270,,,,,
0,COS,X11,$Ang11,,,,,,
0,SIN,Y11,$Ang11,,,,,,
0,MUL,EndX11,$X11,350,,,,,
0,MUL,EndY11,$Y11,350,,,,,
0,MUL,X11,$EndX11,3,,,,,
0,MUL,Y11,$EndY11,3,,,,,
0,ADD,X11,$X11,320,,,,,
0,ADD,Y11,$Y11,240,,,,,
0,ADD,EndX11,$EndX11,320,,,,,
0,ADD,EndY11,$EndY11,240,,,,,
0,ADD,Ang12,$Ang2,-300,,,,,
0,COS,X12,$Ang12,,,,,,
0,SIN,Y12,$Ang12,,,,,,
0,MUL,EndX12,$X12,350,,,,,
0,MUL,EndY12,$Y12,350,,,,,
0,MUL,X12,$EndX12,3,,,,,
0,MUL,Y12,$EndY12,3,,,,,
0,ADD,X12,$X12,320,,,,,
0,ADD,Y12,$Y12,240,,,,,
0,ADD,EndX12,$EndX12,320,,,,,
0,ADD,EndY12,$EndY12,240,,,,,
0,ADD,Ang13,$Ang2,-330,,,,,
0,COS,X13,$Ang13,,,,,,
0,SIN,Y13,$Ang13,,,,,,
0,MUL,EndX13,$X13,350,,,,,
0,MUL,EndY13,$Y13,350,,,,,
0,MUL,X13,$EndX13,3,,,,,
0,MUL,Y13,$EndY13,3,,,,,
0,ADD,X13,$X13,320,,,,,
0,ADD,Y13,$Y13,240,,,,,
0,ADD,EndX13,$EndX13,320,,,,,
0,ADD,EndY13,$EndY13,240,,,,,
0,ADD,Ang13,$Ang13,180,,,,,
0,ADD,Ang12,$Ang12,180,,,,,
0,ADD,Ang11,$Ang11,180,,,,,
0,ADD,Ang10,$Ang10,180,,,,,
0,ADD,Ang9,$Ang9,180,,,,,
0,ADD,Ang8,$Ang8,180,,,,,
0,ADD,Ang7,$Ang7,180,,,,,
0,ADD,Ang6,$Ang6,180,,,,,
0,ADD,Ang5,$Ang5,180,,,,,
0,ADD,Ang4,$Ang4,180,,,,,
0,ADD,Ang3,$Ang3,180,,,,,
0,ADD,Ang2,$Ang2,180,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GetHeartPos,HeartXX,HeartYY,,,,,,
0,ADD,HeartYY,$HeartYY,100,,,,,
0,GetHeartPos,HeartXXX,HeartYYY,,,,,,
0,SUB,HeartXXX,$HeartXXX,100,,,,,
0,GetHeartPos,HeartXXXX,HeartYYYY,,,,,,
0,ADD,HeartXXXX,$HeartXXXX,100,,,,,
0,GasterBlaster,0,$X2,$Y2,$EndX2,$EndY2,$Ang2,1,0
0,GasterBlaster,0,$X3,$Y3,$EndX3,$EndY3,$Ang3,1,0
0,GasterBlaster,0,$X4,$Y4,$EndX4,$EndY4,$Ang4,1,0
0,GasterBlaster,0,$X5,$Y5,$EndX5,$EndY5,$Ang5,1,0
0,GasterBlaster,0,$X6,$Y6,$EndX6,$EndY6,$Ang6,1,0
0,GasterBlaster,0,$X7,$Y7,$EndX7,$EndY7,$Ang7,1,0
0,GasterBlaster,0,$X8,$Y8,$EndX8,$EndY8,$Ang8,1,0
0,GasterBlaster,0,$X9,$Y9,$EndX9,$EndY9,$Ang9,1,0
0,GasterBlaster,0,$X10,$Y10,$EndX10,$EndY10,$Ang10,1,0
0,GasterBlaster,0,$X11,$Y11,$EndX11,$EndY11,$Ang11,1,0
0,GasterBlaster,0,$X12,$Y12,$EndX12,$EndY12,$Ang12,1,0
0,GasterBlaster,0,$X13,$Y13,$EndX13,$EndY13,$Ang13,1,0
0,GasterBlaster,0,320,0,$HeartX,$HeartY,90,1,0
0,GasterBlaster,0,320,480,$HeartXX,$HeartYY,-90,1,0
0,GasterBlaster,0,0,240,$HeartXXX,$HeartYYY,0,1,0
0,GasterBlaster,0,640,240,$HeartXXXX,$HeartYYYY,180,1,0
0,ADD,gt2,$gt2,$gin2,,,,,
0,JMPNL,729,$gin2,,,,,,
0,ADD,gin2,$gin2,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,734,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,739,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,744,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,749,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,754,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,759,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,764,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,769,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,774,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,779,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0.06666,MUL,Ang,$gt,-1,,,,,
0,GasterBlaster,2,320,240,320,240,$Ang,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,784,$gin,1,,,,,
0,ADD,gin,$gin,,,,,,
0,MUL,Ang2,$gt2,-15,,,,,
0,COS,X2,$Ang2,,,,,,
0,SIN,Y2,$Ang2,,,,,,
0,MUL,EndX2,$X2,350,,,,,
0,MUL,EndY2,$Y2,350,,,,,
0,MUL,X2,$EndX2,3,,,,,
0,MUL,Y2,$EndY2,3,,,,,
0,ADD,X2,$X2,320,,,,,
0,ADD,Y2,$Y2,240,,,,,
0,ADD,EndX2,$EndX2,320,,,,,
0,ADD,EndY2,$EndY2,240,,,,,
0,ADD,Ang3,$Ang2,-30,,,,,
0,COS,X3,$Ang3,,,,,,
0,SIN,Y3,$Ang3,,,,,,
0,MUL,EndX3,$X3,350,,,,,
0,MUL,EndY3,$Y3,350,,,,,
0,MUL,X3,$EndX3,3,,,,,
0,MUL,Y3,$EndY3,3,,,,,
0,ADD,X3,$X3,320,,,,,
0,ADD,Y3,$Y3,240,,,,,
0,ADD,EndX3,$EndX3,320,,,,,
0,ADD,EndY3,$EndY3,240,,,,,
0,ADD,Ang4,$Ang2,-60,,,,,
0,COS,X4,$Ang4,,,,,,
0,SIN,Y4,$Ang4,,,,,,
0,MUL,EndX4,$X4,350,,,,,
0,MUL,EndY4,$Y4,350,,,,,
0,MUL,X4,$EndX4,3,,,,,
0,MUL,Y4,$EndY4,3,,,,,
0,ADD,X4,$X4,320,,,,,
0,ADD,Y4,$Y4,240,,,,,
0,ADD,EndX4,$EndX4,320,,,,,
0,ADD,EndY4,$EndY4,240,,,,,
0,ADD,Ang5,$Ang2,-90,,,,,
0,COS,X5,$Ang5,,,,,,
0,SIN,Y5,$Ang5,,,,,,
0,MUL,EndX5,$X5,350,,,,,
0,MUL,EndY5,$Y5,350,,,,,
0,MUL,X5,$EndX5,3,,,,,
0,MUL,Y5,$EndY5,3,,,,,
0,ADD,X5,$X5,320,,,,,
0,ADD,Y5,$Y5,240,,,,,
0,ADD,EndX5,$EndX5,320,,,,,
0,ADD,EndY5,$EndY5,240,,,,,
0,ADD,Ang6,$Ang2,-120,,,,,
0,COS,X6,$Ang6,,,,,,
0,SIN,Y6,$Ang6,,,,,,
0,MUL,EndX6,$X6,350,,,,,
0,MUL,EndY6,$Y6,350,,,,,
0,MUL,X6,$EndX6,3,,,,,
0,MUL,Y6,$EndY6,3,,,,,
0,ADD,X6,$X6,320,,,,,
0,ADD,Y6,$Y6,240,,,,,
0,ADD,EndX6,$EndX6,320,,,,,
0,ADD,EndY6,$EndY6,240,,,,,
0,ADD,Ang7,$Ang2,-150,,,,,
0,COS,X7,$Ang7,,,,,,
0,SIN,Y7,$Ang7,,,,,,
0,MUL,EndX7,$X7,350,,,,,
0,MUL,EndY7,$Y7,350,,,,,
0,MUL,X7,$EndX7,3,,,,,
0,MUL,Y7,$EndY7,3,,,,,
0,ADD,X7,$X7,320,,,,,
0,ADD,Y7,$Y7,240,,,,,
0,ADD,EndX7,$EndX7,320,,,,,
0,ADD,EndY7,$EndY7,240,,,,,
0,ADD,Ang8,$Ang2,-180,,,,,
0,COS,X8,$Ang8,,,,,,
0,SIN,Y8,$Ang8,,,,,,
0,MUL,EndX8,$X8,350,,,,,
0,MUL,EndY8,$Y8,350,,,,,
0,MUL,X8,$EndX8,3,,,,,
0,MUL,Y8,$EndY8,3,,,,,
0,ADD,X8,$X8,320,,,,,
0,ADD,Y8,$Y8,240,,,,,
0,ADD,EndX8,$EndX8,320,,,,,
0,ADD,EndY8,$EndY8,240,,,,,
0,ADD,Ang9,$Ang2,-210,,,,,
0,COS,X9,$Ang9,,,,,,
0,SIN,Y9,$Ang9,,,,,,
0,MUL,EndX9,$X9,350,,,,,
0,MUL,EndY9,$Y9,350,,,,,
0,MUL,X9,$EndX9,3,,,,,
0,MUL,Y9,$EndY9,3,,,,,
0,ADD,X9,$X9,320,,,,,
0,ADD,Y9,$Y9,240,,,,,
0,ADD,EndX9,$EndX9,320,,,,,
0,ADD,EndY9,$EndY9,240,,,,,
0,ADD,Ang10,$Ang2,-240,,,,,
0,COS,X10,$Ang10,,,,,,
0,SIN,Y10,$Ang10,,,,,,
0,MUL,EndX10,$X10,350,,,,,
0,MUL,EndY10,$Y10,350,,,,,
0,MUL,X10,$EndX10,3,,,,,
0,MUL,Y10,$EndY10,3,,,,,
0,ADD,X10,$X10,320,,,,,
0,ADD,Y10,$Y10,240,,,,,
0,ADD,EndX10,$EndX10,320,,,,,
0,ADD,EndY10,$EndY10,240,,,,,
0,ADD,Ang11,$Ang2,-270,,,,,
0,COS,X11,$Ang11,,,,,,
0,SIN,Y11,$Ang11,,,,,,
0,MUL,EndX11,$X11,350,,,,,
0,MUL,EndY11,$Y11,350,,,,,
0,MUL,X11,$EndX11,3,,,,,
0,MUL,Y11,$EndY11,3,,,,,
0,ADD,X11,$X11,320,,,,,
0,ADD,Y11,$Y11,240,,,,,
0,ADD,EndX11,$EndX11,320,,,,,
0,ADD,EndY11,$EndY11,240,,,,,
0,ADD,Ang12,$Ang2,-300,,,,,
0,COS,X12,$Ang12,,,,,,
0,SIN,Y12,$Ang12,,,,,,
0,MUL,EndX12,$X12,350,,,,,
0,MUL,EndY12,$Y12,350,,,,,
0,MUL,X12,$EndX12,3,,,,,
0,MUL,Y12,$EndY12,3,,,,,
0,ADD,X12,$X12,320,,,,,
0,ADD,Y12,$Y12,240,,,,,
0,ADD,EndX12,$EndX12,320,,,,,
0,ADD,EndY12,$EndY12,240,,,,,
0,ADD,Ang13,$Ang2,-330,,,,,
0,COS,X13,$Ang13,,,,,,
0,SIN,Y13,$Ang13,,,,,,
0,MUL,EndX13,$X13,350,,,,,
0,MUL,EndY13,$Y13,350,,,,,
0,MUL,X13,$EndX13,3,,,,,
0,MUL,Y13,$EndY13,3,,,,,
0,ADD,X13,$X13,320,,,,,
0,ADD,Y13,$Y13,240,,,,,
0,ADD,EndX13,$EndX13,320,,,,,
0,ADD,EndY13,$EndY13,240,,,,,
0,ADD,Ang13,$Ang13,180,,,,,
0,ADD,Ang12,$Ang12,180,,,,,
0,ADD,Ang11,$Ang11,180,,,,,
0,ADD,Ang10,$Ang10,180,,,,,
0,ADD,Ang9,$Ang9,180,,,,,
0,ADD,Ang8,$Ang8,180,,,,,
0,ADD,Ang7,$Ang7,180,,,,,
0,ADD,Ang6,$Ang6,180,,,,,
0,ADD,Ang5,$Ang5,180,,,,,
0,ADD,Ang4,$Ang4,180,,,,,
0,ADD,Ang3,$Ang3,180,,,,,
0,ADD,Ang2,$Ang2,180,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GetHeartPos,HeartXX,HeartYY,,,,,,
0,ADD,HeartXX,$HeartXX,100,,,,,
0,SUB,HeartYY,$HeartYY,100,,,,,
0,GetHeartPos,HeartXXX,HeartYYY,,,,,,
0,SUB,HeartXXX,$HeartXXX,100,,,,,
0,ADD,HeartYYY,$HeartYYY,100,,,,,
0,GetHeartPos,HeartXXXX,HeartYYYY,,,,,,
0,ADD,HeartXXXX,$HeartXXXX,100,,,,,
0,ADD,HeartYYYY,$HeartYYYY,100,,,,,
0,GasterBlaster,0,$X2,$Y2,$EndX2,$EndY2,$Ang2,1,0
0,GasterBlaster,0,$X3,$Y3,$EndX3,$EndY3,$Ang3,1,0
0,GasterBlaster,0,$X4,$Y4,$EndX4,$EndY4,$Ang4,1,0
0,GasterBlaster,0,$X5,$Y5,$EndX5,$EndY5,$Ang5,1,0
0,GasterBlaster,0,$X6,$Y6,$EndX6,$EndY6,$Ang6,1,0
0,GasterBlaster,0,$X7,$Y7,$EndX7,$EndY7,$Ang7,1,0
0,GasterBlaster,0,$X8,$Y8,$EndX8,$EndY8,$Ang8,1,0
0,GasterBlaster,0,$X9,$Y9,$EndX9,$EndY9,$Ang9,1,0
0,GasterBlaster,0,$X10,$Y10,$EndX10,$EndY10,$Ang10,1,0
0,GasterBlaster,0,$X11,$Y11,$EndX11,$EndY11,$Ang11,1,0
0,GasterBlaster,0,$X12,$Y12,$EndX12,$EndY12,$Ang12,1,0
0,GasterBlaster,0,$X13,$Y13,$EndX13,$EndY13,$Ang13,1,0
0,GasterBlaster,0,0,0,$HeartX,$HeartY,45,1,0
0,GasterBlaster,0,640,0,$HeartXX,$HeartYY,135,1,0
0,GasterBlaster,0,0,480,$HeartXXX,$HeartYYY,-45,1,0
0,GasterBlaster,0,640,480,$HeartXXXX,$HeartYYYY,-135,1,0
0,ADD,gt2,$gt2,$gin2,,,,,
0,JMPNL,960,$gin2,,,,,,
0,ADD,gin2,$gin2,,,,,,
0.06666,JMPL,504,$gt2,68,,,,,
3,CombatZoneResize,191,226,456,391,,,,
0,CombatZoneSpeed,1000,,,,,,,
0,HeartTeleport,320,304,,,,,,
0.5,SET,gt,0,,,,,,
0,SET,gin,2,,,,,,
0,MUL,Ang,$gt,-6,,,,,
0,COS,X,$Ang,,,,,,
0,SIN,Y,$Ang,,,,,,
0,MUL,EndX,$X,150,,,,,
0,MUL,EndY,$Y,150,,,,,
0,MUL,X,$EndX,3,,,,,
0,MUL,Y,$EndY,3,,,,,
0,ADD,X,$X,320,,,,,
0,ADD,Y,$Y,306,,,,,
0,ADD,EndX,$EndX,320,,,,,
0,ADD,EndY,$EndY,306,,,,,
0,ADD,Ang2,$Ang,-90,,,,,
0,COS,N,$Ang2,,,,,,
0,SIN,O,$Ang2,,,,,,
0,MUL,EndN,$N,150,,,,,
0,MUL,EndO,$O,150,,,,,
0,MUL,N,$EndN,3,,,,,
0,MUL,O,$EndO,3,,,,,
0,ADD,N,$N,320,,,,,
0,ADD,O,$O,306,,,,,
0,ADD,EndN,$EndN,320,,,,,
0,ADD,EndO,$EndO,306,,,,,
0,ADD,Ang2,$Ang2,180,,,,,
0,ADD,Ang,$Ang,180,,,,,
0,GasterBlaster,2,$X,$Y,$EndX,$EndY,$Ang,1,0
0,GasterBlaster,2,$N,$O,$EndN,$EndO,$Ang2,1,0
0,ADD,gt,$gt,$gin,,,,,
0,JMPNL,995,$gin,0.09,,,,,
0,ADD,gin,$gin,0.015,,,,,
0.1,JMPL,966,$gt,363,,,,,
2.4,sound,mus_zz_megalovania,0,,,,,,
0,CombatZoneResize,241,226,406,391,,,,
0,HeartTeleport,320,304,,,,,,
0,SansHead,BlueEye,,,,,,,
0,DamagePlayer,-92,,,,,,,
0.5,SET,Loop,155,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,RND,Ang,360,,,,,,
0,COS,X,$Ang,,,,,,
0,SIN,Y,$Ang,,,,,,
0,MUL,EndX,$X,200,,,,,
0,MUL,EndY,$Y,200,,,,,
0,MUL,X,$X,400,,,,,
0,MUL,Y,$Y,300,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,ADD,EndX,$EndX,$HeartX,,,,,
0,ADD,EndY,$EndY,$HeartY,,,,,
0,ADD,X,$X,$HeartX,,,,,
0,ADD,Y,$Y,$HeartY,,,,,
0,JMPNL,1017,$EndX,50,,,,,
0,SET,EndX,50,,,,,,
0,JMPNG,1019,$EndX,590,,,,,
0,SET,EndX,590,,,,,,
0,JMPNL,1021,$EndY,40,,,,,
0,SET,EndY,40,,,,,,
0,JMPNG,1023,$EndY,440,,,,,
0,SET,EndY,440,,,,,,
0,ANGLE,Ang,$EndX,$EndY,$HeartX,$HeartY,,,
0,GasterBlaster,0,$X,$Y,$EndX,$EndY,$Ang,0.26666,0.26666
0,DamagePlayer,-142,,,,,,,
0.03,JMPNZ,1002,$Loop,,,,,,
0,CombatZoneResize,311,296,336,321,,,,
0,CombatZoneSpeed,200,,,,,,,
0,sanssweat,3,,,,,,,
0,SansAnimation,Tired,,,,,,,
0,SansHead,Closedeyes,,,,,,,
0.2,sanstext,ok.kid,,,,,,,
0,SansHead,BlueEye,,,,,,,
0,sanstext,goodbye,,,,,,,
0.5,GetHeartPos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,250,,,,,
0,gasterblaster,2,640,0,$HeartX,$HeartY,180,2,-1
2.5,RND,xuanze,4,,,,,,
0,ADD,xuanze,$xuanze,1,,,,,
0,JMPREL,$xuanze,,,,,,,
0,JMPREL,4,,,,,,,
0,JMPREL,6,,,,,,,
0,JMPREL,8,,,,,,,
0,JMPREL,10,,,,,,,
0,DamagePlayer,-142,1,,,,,,
0,DamagePlayer,141,1,,,,,,
0,JMPABS,END,,,,,,,
0,DamagePlayer,-142,1,,,,,,
0,DamagePlayer,141,1,,,,,,
0,JMPABS,END,,,,,,,
0,DamagePlayer,-142,1,,,,,,
0,DamagePlayer,141,1,,,,,,
0,JMPABS,END,,,,,,,
0,DamagePlayer,-142,1,,,,,,
0,DamagePlayer,999,1,,,,,,
0,JMPABS,END,,,,,,,
0,:END,,,,,,,,
0,SansHead,Tired2,,,,,,,
0,sanstext,NO!,,,,,,,
0,SansHead,Closedeyes,,,,,,,
0,sanstext,well,,,,,,,
0,SansHead,Wink,,,,,,,
0,sanstext,You win,,,,,,,
0.2,EndAttack,,,,,,,,
